iter	Logloss
690	0.09655706273
691	0.09653323068
692	0.09650910118
693	0.09648910116
694	0.0964675001
695	0.09644335309
696	0.09641260941
697	0.09639799872
698	0.09637127954
699	0.09634400043
700	0.09630935473
701	0.09628597763
702	0.09626612635
703	0.09624394785
704	0.09622517268
705	0.09620639751
706	0.09619189181
707	0.0961477448
708	0.0961256013
709	0.09609233793
710	0.09606857588
711	0.09603780595
712	0.0960180509
713	0.09600380767
714	0.09599284528
715	0.09596819084
716	0.09594794585
717	0.09592515493
718	0.09590858449
719	0.0958903955
720	0.0958702205
721	0.09584389502
722	0.09581321258
723	0.09578571475
724	0.09576599469
725	0.09573225013
726	0.09568959043
727	0.0956773857
728	0.09565879425
729	0.09564181261
730	0.09562208381
731	0.09558335237
732	0.09555389478
733	0.09553126134
734	0.09550237243
735	0.09548497084
736	0.09545645813
737	0.09541870656
738	0.09539985265
739	0.09536524195
740	0.09533355339
741	0.09530811154
742	0.09528782281
743	0.09526035122
744	0.09524522435
745	0.0952190651
746	0.09520623044
747	0.09518093733
748	0.09516233714
749	0.09514042986
750	0.09513104228
751	0.09509991364
752	0.09508398187
753	0.09505492673
754	0.09502024604
755	0.09500329064
756	0.09498729763
757	0.09497376306
758	0.0949548829
759	0.09493353555
760	0.09491778751
761	0.09489564401
762	0.09487172448
763	0.09485359673
764	0.09483588893
765	0.09481694753
766	0.09478945844
767	0.09476985213
768	0.09475561764
769	0.09473495271
770	0.09471526765
771	0.09470235426
772	0.09466792728
773	0.09465192552
774	0.09463057817
775	0.09461407772
776	0.09457261661
777	0.09454609866
778	0.09453670232
779	0.09452279155
780	0.09450537246
781	0.09448418259
782	0.09446267776
783	0.09444363138
784	0.09442783959
785	0.09440815453
786	0.09439443624
787	0.09438222275
788	0.09435425248
789	0.09431643092
790	0.09428833816
791	0.09425048161
792	0.09423259008
793	0.09420377116
794	0.09417653579
795	0.09414245002
796	0.09411991282
797	0.09409279994
798	0.09406293115
799	0.09402484712
800	0.09400333355
801	0.09398538078
802	0.09396311479
803	0.09393671932
804	0.09390962393
805	0.09387783913
806	0.093848644
807	0.09382560811
808	0.09380825027
809	0.09379557309
810	0.09377161857
811	0.09375396326
812	0.09373567803
813	0.09371223969
814	0.09368964124
815	0.09367524928
816	0.09365461059
817	0.09363454933
818	0.09359166216
819	0.09357671901
820	0.09354552914
821	0.09352382308
822	0.09349371807
823	0.09345915111
824	0.09344056842
825	0.09342915984
826	0.09341384924
827	0.09339515281
828	0.09338116329
829	0.09335342049
830	0.09333687629
831	0.09330915973
832	0.0932856689
833	0.09325699871
834	0.09324172311
835	0.0932244615
836	0.09319573882
837	0.09318111063
838	0.09315680615
839	0.09313982451
840	0.09311828468
841	0.09310422518
842	0.09308531878
843	0.09306450511
844	0.09304619363
845	0.093029177
846	0.09300754968
847	0.09297655228
848	0.09296663976
849	0.09294036677
850	0.09291954436
851	0.09290230025
852	0.09288891441
853	0.09285056792
854	0.092835861
855	0.09281862564
856	0.09279804819
857	0.09277772447
858	0.09276439112
859	0.09274356871
860	0.09272616712
861	0.09270905424
862	0.09269479351
863	0.09267069901
864	0.09263662199
865	0.09262268497
866	0.09260699817
867	0.0925809089
868	0.09256775054
869	0.09255643819
870	0.09252507334
871	0.09250499458
872	0.09247930777
873	0.09246478457
874	0.09244085629
875	0.0924250645
876	0.0924017399
877	0.09237707671
878	0.0923534459
879	0.09232661298
880	0.09230977132
881	0.0922913811
882	0.09226414573
883	0.09221906258
884	0.09219991996
885	0.09215512552
886	0.09213318324
887	0.09212015611
888	0.09210223834
889	0.09208096973
890	0.09206029604
891	0.092042562
892	0.09201530913
893	0.09199104839
894	0.09197097838
895	0.09195441669
896	0.09193449541
897	0.09192087335
898	0.0919104184
899	0.09189412793
900	0.0918761839
901	0.09185711127
902	0.09183326173
903	0.09181568516
904	0.09179495899
905	0.09177619257
906	0.09175240427
907	0.09173601756
908	0.09171204553
909	0.09169655996
910	0.09167425897
911	0.09164758354
912	0.09161225542
913	0.0915774085
914	0.09154871206
915	0.09151951694
916	0.09150545743
917	0.0914771547
918	0.0914674959
919	0.09143303392
920	0.09140847572
921	0.09139848446
922	0.09136992801
923	0.09135619222
924	0.09133989299
925	0.09131980548
926	0.09129837939
927	0.09126626213
928	0.09125327874
929	0.09123520349
930	0.09121180014
931	0.09118445104
932	0.09117485348
933	0.09115242127
934	0.09113906167
935	0.09112003279
936	0.09109043521
937	0.09105167752
938	0.09103336605
939	0.09102190497
940	0.09099542201
941	0.09096964771
942	0.09095536073
943	0.09092411836
944	0.09090563191
945	0.09089139742
946	0.09087339216
947	0.09085708418
948	0.0908392714
949	0.09082165108
950	0.09080231598
951	0.09078628797
952	0.09076933258
953	0.09073335705
954	0.09071775773
955	0.09069935877
956	0.0906894025
957	0.09067331325
958	0.0906612835
959	0.09064525549
960	0.0906306448
961	0.09061459929
962	0.09059466927
963	0.09055062723
964	0.09053048723
965	0.09051113464
966	0.09049265693
967	0.09047580652
968	0.09045797624
969	0.09045086337
970	0.09041810744
971	0.09040031215
972	0.09037543899
973	0.09035838735
974	0.09033762618
975	0.09032248181
976	0.09030396036
977	0.09029375038
978	0.0902709857
979	0.09025550888
980	0.09023211428
981	0.0902198658
982	0.09019439771
983	0.09017496638
984	0.09015853592
985	0.09013368025
986	0.09009676859
987	0.09008445011
988	0.09005831711
989	0.09003437133
990	0.09002237657
991	0.08999978688
992	0.08997563987
993	0.08996320767
994	0.08995157161
995	0.08993468621
996	0.08992617352
997	0.08991068794
998	0.08989555232
999	0.08988443245
