iter	Passed	Remaining
220	2923	10305
221	2936	10290
222	2949	10275
223	2962	10261
224	2974	10247
225	2987	10232
226	3000	10216
227	3013	10202
228	3025	10186
229	3038	10172
230	3051	10158
231	3064	10143
232	3077	10129
233	3090	10115
234	3102	10100
235	3115	10086
236	3128	10071
237	3141	10057
238	3153	10042
239	3166	10027
240	3179	10012
241	3192	9999
242	3205	9984
243	3217	9970
244	3230	9955
245	3243	9941
246	3256	9926
247	3269	9912
248	3282	9899
249	3295	9885
250	3308	9871
251	3321	9858
252	3334	9845
253	3347	9831
254	3360	9817
255	3373	9803
256	3386	9791
257	3399	9777
258	3412	9763
259	3425	9749
260	3438	9735
261	3450	9720
262	3463	9705
263	3476	9691
264	3489	9677
265	3502	9663
266	3515	9650
267	3528	9637
268	3542	9625
269	3555	9613
270	3568	9598
271	3580	9584
272	3593	9570
273	3606	9556
274	3619	9543
275	3632	9529
276	3645	9514
277	3658	9500
278	3670	9486
279	3683	9472
280	3696	9458
281	3709	9444
282	3722	9430
283	3735	9416
284	3747	9402
285	3760	9388
286	3773	9373
287	3786	9360
288	3798	9345
289	3811	9332
290	3824	9319
291	3837	9305
292	3850	9291
293	3863	9277
294	3876	9263
295	3888	9249
296	3901	9235
297	3914	9221
298	3927	9207
299	3940	9194
300	3953	9181
301	3966	9167
302	3979	9153
303	3992	9140
304	4005	9127
305	4018	9113
306	4031	9100
307	4044	9087
308	4057	9073
309	4070	9059
310	4083	9045
311	4095	9031
312	4108	9017
313	4121	9003
314	4133	8989
315	4146	8975
316	4159	8961
317	4172	8947
318	4185	8935
319	4198	8921
320	4211	8907
321	4223	8893
322	4236	8880
323	4249	8866
324	4262	8853
325	4275	8839
326	4288	8825
327	4301	8811
328	4313	8798
329	4326	8784
330	4339	8770
331	4352	8756
332	4365	8743
333	4378	8729
334	4390	8716
335	4403	8703
336	4416	8689
337	4429	8676
338	4442	8662
339	4455	8649
340	4468	8635
341	4481	8622
342	4494	8608
343	4507	8595
344	4520	8583
345	4535	8572
346	4547	8558
347	4560	8544
348	4573	8530
349	4585	8516
350	4598	8503
351	4611	8489
352	4624	8475
353	4637	8462
354	4649	8448
355	4662	8434
356	4675	8421
357	4688	8407
358	4701	8394
359	4714	8380
360	4727	8367
361	4740	8353
362	4752	8340
363	4765	8327
364	4778	8313
365	4791	8300
366	4804	8286
367	4817	8273
368	4830	8261
369	4844	8248
370	4857	8234
371	4870	8221
372	4883	8208
373	4896	8194
374	4908	8181
375	4921	8167
376	4934	8154
377	4947	8140
378	4959	8126
379	4972	8113
380	4985	8099
381	4998	8086
382	5010	8072
383	5023	8058
384	5036	8045
385	5049	8031
386	5061	8017
387	5074	8003
388	5087	7990
389	5100	7977
390	5113	7963
391	5125	7950
392	5138	7936
393	5151	7923
394	5164	7909
395	5177	7896
396	5190	7883
397	5202	7869
398	5215	7856
399	5228	7842
400	5240	7828
401	5253	7814
402	5266	7801
403	5279	7788
404	5292	7775
405	5305	7761
406	5318	7748
407	5330	7734
408	5343	7721
409	5356	7707
410	5368	7694
411	5381	7680
412	5394	7667
413	5407	7654
414	5421	7641
415	5434	7628
416	5446	7615
417	5459	7602
418	5472	7588
419	5485	7575
420	5498	7562
421	5511	7549
422	5524	7535
423	5539	7525
424	5552	7511
425	5565	7498
426	5578	7485
427	5591	7472
428	5603	7458
429	5616	7445
430	5629	7432
431	5642	7419
432	5655	7406
433	5668	7392
434	5681	7379
435	5694	7365
436	5706	7352
437	5719	7339
438	5732	7325
439	5745	7312
440	5758	7299
441	5771	7286
442	5784	7272
443	5796	7259
444	5810	7246
445	5822	7232
446	5836	7219
447	5848	7206
448	5861	7193
449	5874	7179
450	5887	7166
451	5900	7153
452	5913	7140
453	5925	7126
454	5938	7112
455	5951	7099
456	5964	7087
457	5977	7073
458	5990	7060
459	6003	7047
460	6016	7033
461	6028	7020
462	6041	7007
463	6054	6993
464	6067	6980
465	6080	6967
466	6092	6954
467	6105	6940
468	6118	6927
469	6131	6913
470	6144	6900
471	6156	6887
472	6169	6874
473	6182	6860
474	6195	6848
475	6208	6834
476	6221	6821
477	6234	6807
478	6246	6794
479	6259	6781
480	6272	6767
481	6285	6754
482	6297	6741
483	6310	6728
484	6323	6714
485	6336	6701
486	6348	6687
487	6361	6674
488	6374	6661
489	6387	6648
490	6400	6634
491	6413	6621
492	6426	6608
493	6439	6595
494	6452	6582
495	6464	6568
496	6477	6555
497	6490	6542
498	6502	6529
499	6515	6515
500	6529	6503
501	6542	6490
502	6555	6477
503	6568	6464
504	6581	6450
505	6594	6437
506	6606	6424
507	6619	6410
508	6632	6397
509	6645	6384
510	6658	6371
511	6670	6358
512	6684	6345
513	6697	6332
514	6709	6318
515	6722	6305
516	6735	6292
517	6748	6279
518	6762	6267
519	6775	6253
520	6787	6240
521	6800	6227
522	6813	6213
523	6826	6201
524	6839	6188
525	6852	6174
526	6865	6162
527	6878	6148
528	6891	6135
529	6903	6122
530	6916	6108
531	6929	6095
532	6942	6082
533	6954	6069
534	6967	6055
535	6980	6042
536	6993	6029
537	7006	6016
538	7018	6003
539	7031	5990
540	7044	5976
541	7057	5963
542	7070	5950
543	7083	5937
544	7096	5924
545	7109	5911
546	7122	5898
547	7134	5884
548	7147	5871
549	7160	5858
550	7173	5845
551	7185	5832
552	7198	5819
553	7211	5805
554	7224	5792
555	7237	5779
556	7250	5766
557	7262	5752
558	7275	5739
559	7288	5726
560	7301	5713
561	7313	5700
562	7326	5686
563	7339	5673
564	7351	5660
565	7364	5647
566	7377	5633
567	7389	5620
568	7402	5607
569	7415	5594
570	7428	5581
571	7441	5568
572	7454	5555
573	7467	5542
574	7480	5528
575	7492	5515
576	7505	5502
577	7518	5489
578	7531	5476
579	7544	5463
580	7557	5450
581	7569	5436
582	7582	5423
583	7595	5410
584	7607	5397
585	7621	5384
586	7633	5370
587	7646	5357
588	7659	5344
589	7672	5331
590	7684	5318
591	7697	5305
592	7710	5291
593	7723	5278
594	7736	5265
595	7749	5252
596	7762	5239
597	7775	5226
598	7787	5213
599	7800	5200
600	7814	5187
601	7827	5174
602	7840	5161
603	7852	5148
604	7866	5135
605	7879	5122
606	7891	5109
607	7904	5096
608	7917	5083
609	7930	5070
610	7942	5056
611	7955	5043
612	7968	5030
613	7981	5017
614	7994	5004
615	8007	4991
616	8019	4978
617	8032	4965
618	8045	4952
619	8058	4939
620	8071	4926
621	8084	4913
622	8097	4900
623	8110	4887
624	8123	4874
625	8136	4860
626	8148	4847
627	8161	4834
628	8174	4821
629	8187	4808
630	8200	4795
631	8213	4782
632	8225	4769
633	8238	4756
634	8251	4743
635	8264	4729
636	8277	4716
637	8290	4703
638	8302	4690
639	8316	4677
640	8328	4664
641	8341	4651
642	8354	4638
643	8367	4625
644	8379	4612
645	8392	4598
646	8405	4585
647	8417	4572
648	8430	4559
649	8443	4546
650	8456	4533
651	8468	4520
652	8481	4507
653	8494	4494
654	8507	4480
655	8520	4467
656	8532	4454
657	8545	4441
658	8558	4428
659	8570	4415
660	8583	4402
661	8596	4389
662	8609	4376
663	8622	4363
664	8635	4349
665	8647	4336
666	8660	4323
667	8673	4310
668	8686	4297
669	8699	4284
670	8711	4271
671	8724	4258
672	8737	4245
673	8749	4232
674	8762	4219
675	8775	4205
676	8788	4192
677	8801	4179
678	8813	4166
679	8826	4153
680	8839	4140
681	8852	4127
682	8865	4114
683	8878	4101
684	8890	4088
685	8903	4075
686	8916	4062
687	8929	4049
688	8941	4036
689	8954	4022
690	8967	4009
691	8979	3996
692	8992	3983
693	9005	3970
694	9018	3957
695	9030	3944
696	9043	3931
697	9056	3918
698	9069	3905
699	9081	3892
700	9094	3879
701	9107	3866
702	9120	3853
703	9133	3840
704	9145	3826
705	9158	3813
706	9170	3800
707	9183	3787
708	9196	3774
709	9210	3761
710	9223	3748
711	9235	3735
712	9248	3722
713	9260	3709
714	9273	3696
715	9286	3683
716	9299	3670
717	9311	3657
718	9324	3644
719	9337	3631
720	9350	3618
721	9362	3605
722	9375	3592
723	9388	3578
724	9401	3565
725	9413	3552
726	9426	3539
727	9439	3526
728	9452	3513
729	9465	3500
730	9478	3487
731	9490	3474
732	9503	3461
733	9516	3448
734	9529	3435
735	9542	3422
736	9555	3410
737	9568	3397
738	9581	3383
739	9594	3370
740	9606	3357
741	9619	3344
742	9632	3331
743	9645	3318
744	9658	3305
745	9670	3292
746	9683	3279
747	9696	3266
748	9709	3253
749	9721	3240
750	9734	3227
751	9747	3214
752	9760	3201
753	9773	3188
754	9786	3175
755	9798	3162
756	9811	3149
757	9824	3136
758	9837	3123
759	9850	3110
760	9863	3097
761	9876	3084
762	9888	3071
763	9901	3058
764	9914	3045
765	9926	3032
766	9939	3019
767	9952	3006
768	9965	2993
769	9978	2980
770	9991	2967
771	10004	2954
772	10017	2941
773	10029	2928
774	10042	2915
775	10055	2902
776	10068	2889
777	10081	2876
778	10094	2863
779	10107	2850
780	10120	2837
781	10132	2824
782	10145	2811
783	10158	2798
784	10170	2785
785	10183	2772
786	10196	2759
787	10209	2746
788	10222	2733
789	10235	2720
790	10248	2707
791	10261	2694
792	10274	2681
793	10287	2668
794	10300	2656
795	10313	2643
796	10325	2630
797	10338	2617
798	10351	2604
799	10364	2591
800	10377	2578
801	10389	2565
802	10402	2552
803	10415	2539
804	10428	2526
805	10441	2513
806	10454	2500
807	10467	2487
808	10479	2474
809	10492	2461
810	10505	2448
811	10518	2435
812	10531	2422
813	10544	2409
814	10556	2396
815	10569	2383
816	10582	2370
817	10594	2357
818	10607	2344
819	10620	2331
820	10633	2318
821	10646	2305
822	10659	2292
823	10672	2279
824	10684	2266
825	10697	2253
826	10710	2240
827	10722	2227
828	10735	2214
829	10748	2201
830	10761	2188
831	10775	2175
832	10788	2162
833	10801	2149
834	10814	2136
835	10827	2124
836	10840	2111
837	10853	2098
838	10866	2085
839	10879	2072
840	10891	2059
841	10904	2046
842	10917	2033
843	10930	2020
844	10942	2007
845	10955	1994
846	10968	1981
847	10981	1968
848	10994	1955
849	11007	1942
850	11019	1929
851	11032	1916
852	11045	1903
853	11058	1890
854	11070	1877
855	11083	1864
856	11096	1851
857	11109	1838
858	11122	1825
859	11134	1812
860	11147	1799
861	11160	1786
862	11173	1773
863	11186	1760
864	11199	1747
865	11212	1734
866	11224	1721
867	11237	1708
868	11249	1695
869	11262	1682
870	11275	1669
871	11288	1656
872	11300	1643
873	11313	1630
874	11326	1618
875	11338	1605
876	11351	1592
877	11364	1579
878	11377	1566
879	11389	1553
880	11402	1540
881	11415	1527
882	11428	1514
883	11441	1501
884	11454	1488
885	11467	1475
886	11480	1462
887	11492	1449
888	11505	1436
889	11519	1423
890	11531	1410
891	11544	1397
892	11557	1384
893	11570	1371
894	11583	1358
895	11596	1345
896	11608	1333
897	11621	1320
898	11634	1307
899	11647	1294
900	11660	1281
901	11673	1268
902	11686	1255
903	11698	1242
904	11711	1229
905	11724	1216
906	11737	1203
907	11750	1190
908	11763	1177
909	11776	1164
910	11789	1151
911	11803	1138
912	11816	1125
913	11829	1113
914	11842	1100
915	11855	1087
916	11868	1074
917	11881	1061
918	11893	1048
919	11906	1035
920	11919	1022
921	11932	1009
922	11944	996
923	11957	983
924	11970	970
925	11983	957
926	11996	944
927	12009	931
928	12022	918
929	12035	905
930	12047	892
931	12060	879
932	12073	866
933	12086	854
934	12099	841
935	12111	828
936	12124	815
937	12137	802
938	12150	789
939	12163	776
940	12175	763
941	12188	750
942	12201	737
943	12214	724
944	12227	711
945	12240	698
946	12253	685
947	12265	672
948	12278	659
949	12291	646
950	12304	633
951	12316	621
952	12329	608
953	12342	595
954	12355	582
955	12367	569
956	12380	556
957	12393	543
958	12406	530
959	12419	517
960	12432	504
961	12445	491
962	12458	478
963	12471	465
964	12484	452
965	12497	439
966	12510	426
967	12524	414
968	12536	401
969	12549	388
970	12562	375
971	12575	362
972	12588	349
973	12600	336
974	12613	323
975	12626	310
976	12639	297
977	12652	284
978	12665	271
979	12677	258
980	12690	245
981	12703	232
982	12716	219
983	12728	206
984	12741	194
985	12754	181
986	12767	168
987	12780	155
988	12793	142
989	12806	129
990	12820	116
991	12833	103
992	12846	90
993	12859	77
994	12872	64
995	12886	51
996	12898	38
997	12911	25
998	12924	12
999	12937	0
